****************************************************************
*       Calculation started on: Fri May 31 10:40:21 2024       *
****************************************************************
Timestep     Number of nodes      Mean crossing time     Crossed probability
     175               15684     45.9310698905832808      0.8720860558839906
     176               15867     46.0354213943852884      0.8726802294356001
     177               16040     46.2489778332919812      0.8738887930786657
     178               16225     46.3523406856350917      0.8744707107875035
     179               16400     46.5625751108155512      0.8756471608812809
     180               16587     46.6649607964444684      0.8762171596463605
     181               16764     46.8719443794558472      0.8773626008743770
     182               16953     46.9733644045749443      0.8779210065794748
     183               17132     47.1771667172649032      0.8790364985903690
     184               17323     47.2776325951871641      0.8795836265060432
     185               17504     47.4783216359657629      0.8806701860065654
     186               17697     47.5778448739057254      0.8812063411766479
     187               17880     47.7754870946412282      0.8822649439158833
     188               18075     47.8740791815726610      0.8827904215290395
     189               18260     48.0687395149854026      0.8838220041801049
     190               18457     48.1664119104930037      0.8843370899270256
     191               18644     48.3581537979350529      0.8853425518721075
     192               18843     48.4549179219922408      0.8858475222888832
     193               19032     48.6438033415117914      0.8868277273131037
     194               19233     48.7396705651233120      0.8873228501113143
     195               19424     48.9257600597228830      0.8882786280105969
     196               19627     49.0207416963714095      0.8887641623946333
     197               19820     49.2040944023758939      0.8896963105023635
     198               20025     49.2982017002204671      0.8901725074744772
     199               20220     49.4788753756840904      0.8910817921115254
     200               20427     49.5721195104568793      0.8915488947650968
     201               20624     49.7501705635392355      0.8924360526174330
     202               20833     49.8425626320940651      0.8928942964189076
     203               21032     50.0180461493501198      0.8937600358468226
     204               21243     50.1095971638179734      0.8942096489067785
     205               21444     50.2825669383462426      0.8950546511894387
     206               21657     50.3732878208552748      0.8954958545232080
     207               21860     50.5437963802585344      0.8963207750421031
     208               22075     50.6336979581799724      0.8967537828203750
     209               22280     50.8017965922965189      0.8975592521849424
     210               22497     50.8908895939798427      0.8979842719747214
     211               22704     51.0566283823490110      0.8987708970932901
     212               22923     51.1449234333128473      0.8991881300896266
     213               23132     51.3083512723419588      0.8999564951886007
     214               23353     51.3958588918869523      0.9003661364374479
     215               23564     51.5570235216919528      0.9011168040314973
     216               23787     51.6437541199080457      0.9015190426440446
     217               24000     51.8027021508024248      0.9022525544598982
     218               24225     51.8886660259412125      0.9026475738187359
     219               24440     52.0454429645524854      0.9033644516750273
     220               24667     52.1306503007386439      0.9037524296324627
     221               24884     52.2853005757342615      0.9044531762779456
     222               25113     52.3697614409920007      0.9048342853467867
     223               25332     52.5223284283989713      0.9055193852590681
     224               25563     52.6060527729709762      0.9058937927961778
     225               25784     52.7565788210759550      0.9065637129430523
     226               26017     52.8395764760126170      0.9069315813259647
     227               26240     52.9881029298324293      0.9075867718912648
     228               26475     53.0703836058321272      0.9079482586881426
     229               26700     53.2169508311450343      0.9085891537639180
     230               26937     53.2985241176264211      0.9089444118971141
     231               27164     53.4431715245590411      0.9095714301438961
     232               27403     53.5240468889485967      0.9099206080473751
     233               27632     53.6668129551118014      0.9105341533241157
     234               27873     53.7469997423298835      0.9108773950949905
     235               28104     53.8879220355004591      0.9114778570602259
     236               28347     53.9674294676300477      0.9118153026046362
     237               28580     54.1065446679763582      0.9124030572903336
     238               28825     54.1853818441015065      0.9127348424638940
     239               29060     54.3227257659527325      0.9133102528233351
     240               29307     54.4009016621527977      0.9136365095663698
     241               29544     54.5365092753096476      0.9141999259973729
     242               29793     54.6140327447970790      0.9145207824651428
     243               30032     54.7479381953879809      0.9150725433098480
     244               30283     54.8248179687773600      0.9153881239979803
     245               30524     54.9570545996603315      0.9159285560203537
     246               30777     55.0332992853593126      0.9162389818856495
     247               31020     55.1638996560724948      0.9167684007278089
     248               31275     55.2395177407829934      0.9170737893046107
     249               31520     55.3685136470485091      0.9175924999229980
     250               31777     55.4435134963701515      0.9178929654353237
     251               32024     55.5709359891536465      0.9184012625177059
     252               32283     55.6453258482793629      0.9186969159872665
     253               32532     55.7712052524116544      0.9191950843515130
     254               32793     55.8449932469081958      0.9194860337018239
     255               33044     55.9693591792732050      0.9199743486773063
     256               33307     56.0425533159380009      0.9202606988340140
     257               33560     56.1654347032325418      0.9207394266265027
     258               33825     56.2380428710212712      0.9210212796140919
     259               34080     56.3594679670933729      0.9214906776548893
     260               34347     56.4314979381097785      0.9217681326899071
     261               34604     56.5514943408814830      0.9222284499700203
     262               34873     56.6229537714241431      0.9225016035509482
     263               35132     56.7415484394042622      0.9229530809409722
     264               35403     56.8124448710648906      0.9232220269348898
     265               35664     56.9296641394609324      0.9236648974912839
     266               35937     57.0000050002684375      0.9239297272174308
     267               36200     57.1158745967019073      0.9243642164758333
     268               36475     57.1856672023069237      0.9246250187862167
     269               36740     57.3002122621410095      0.9250513450423913
     270               37017     57.3694638170365536      0.9253082063995163
     271               37284     57.4827088983228762      0.9257265809785279
     272               37563     57.5514264970966067      0.9259795855304017
     273               37832     57.6633955951475698      0.9263902130445304
     274               38113     57.7315862237622710      0.9266394426970147
     275               38384     57.8423027853584770      0.9270425212929657
     276               38667     57.9099733224557340      0.9272880557795883
     277               38940     58.0194602596932967      0.9276837773754621
     278               39225     58.0866174779189137      0.9279256943247985
     279               39500     58.1948971817056488      0.9283142448372986
     280               39787     58.2615477490508979      0.9285526198379949
     281               40064     58.3686421022593507      0.9289341794003162
     282               40353     58.4347925834174262      0.9291690860638598
     283               40632     58.5407229737001913      0.9295438292346757
     284               40923     58.6063798314337205      0.9297753392559874
     285               41204     58.7111671637108614      0.9301434352199517
     286               41497     58.7763367602295332      0.9303716184358944
     287               41780     58.8800014688536137      0.9307332311960160
     288               42075     58.9446900671961274      0.9309581556418801
     289               42360     59.0472521278030698      0.9313134442041456
     290               42657     59.1114658932260753      0.9315351761682183
     291               42944     59.2129448342792060      0.9318842947188196
     292               43243     59.2766898356465006      0.9321028987950707
     293               43532     59.3771047496800648      0.9324459968705455
     294               43833     59.4403869608538926      0.9326615360095273
     295               44124     59.5397565154244219      0.9329987586601248
     296               44427     59.6025818166543004      0.9332112942181537
     297               44720     59.7009242650058312      0.9335427821647454
     298               45025     59.7632984443157298      0.9337523739514112
     299               45320     59.8606316357661186      0.9340782637362052
     300               45627     59.9225603903362654      0.9342849700602861
     301               45924     60.0189017803917366      0.9346053941916302
     302               46233     60.0803907179357353      0.9348092719054638
     303               46532     60.1757573781398563      0.9351243589969854
     304               46843     60.2368120182744136      0.9353254635393567
     305               47144     60.3312206457978917      0.9356353384436867
     306               47457     60.3918464214055248      0.9358337238812861
     307               47760     60.4853133483850698      0.9361385078186010
     308               48075     60.5455156069665819      0.9363342268861089
     309               48380     60.6380568095960442      0.9366340375677144
     310               48697     60.6978408146138761      0.9368271417065487
     311               49004     60.7894719219974959      0.9371220934537176
     312               49323     60.8488428542091313      0.9373126328495264
     313               49632     60.9395791569801659      0.9376028367077737
     314               49953     60.9985421157582053      0.9377908603266673
     315               50264     61.0883985744696432      0.9380764241756946
     316               50587     61.1469585791115620      0.9382619797993094
     317               50900     61.2359498324069946      0.9385430084587537
     318               51225     61.2941118234312015      0.9387261427181647
     319               51540     61.3822521959983547      0.9390027380493752
     320               51867     61.4400210364271189      0.9391834964579097
     321               52184     61.5273245467410348      0.9394557574618808
     322               52513     61.5847050233696010      0.9396341844468642
     323               52832     61.6711853912322923      0.9399022073584983
     324               53163     61.7281822158837556      0.9400783462919858
     325               53484     61.8138528697634300      0.9403422246708505
     326               53817     61.8704706805293156      0.9405161178993490
     327               54140     61.9553447647064459      0.9407759427170500
     328               54475     62.0115881271714287      0.9409476315903101
     329               54800     62.0956785086948528      0.9412034913146482
     330               55137     62.1515519171476072      0.9413730162135220
     331               55464     62.2348711926075637      0.9416249968895246
     332               55803     62.2903790712347316      0.9417923972529411
     333               56132     62.3729395733575203      0.9420405825809425
     334               56473     62.4280862774225866      0.9422058969320272
     335               56804     62.5099000814894694      0.9424503683428894
     336               57147     62.5646898984959492      0.9426136343142598
     337               57480     62.6457688285938232      0.9428544710418486
     338               57825     62.7002059794323614      0.9430157254001074
     339               58160     62.7805616145385912      0.9432530045511530
     340               58507     62.8346502546170953      0.9434122832206254
     341               58844     62.9142939345250127      0.9436460798420508
     342               59193     62.9680381548839776      0.9438034179277554
     343               59532     63.0469809859716364      0.9440338050715956
     344               59883     63.1003848143823589      0.9441892368815278
     345               60224     63.1786376752290906      0.9444162856675183
     346               60577     63.2317050772748601      0.9445698447342233
     347               60920     63.3092786241303500      0.9447936244101526
     348               61275     63.3620135042732571      0.9449453435116347
     349               61620     63.4389181763829768      0.9451659215115663
     350               61977     63.4913243790125321      0.9453158326915608
     351               62324     63.5675704038032805      0.9455332746919897
     352               62683     63.6196517142697715      0.9456814092795985
     353               63032     63.6952491123991607      0.9458957792536217
     354               63393     63.7470092580308076      0.9460421678823588
     355               63744     63.8219678483039630      0.9462535281519652
     356               64107     63.8734104994074201      0.9463982007782205
     357               64460     63.9477399035656688      0.9466066120647357
     358               64825     63.9988686744106090      0.9467495979856694
     359               65180     64.0725783217945661      0.9469551194584519
     360               65547     64.1233967715827191      0.9470964473293567
     361               65904     64.1964959036738776      0.9472991366528113
     362               66273     64.2470075374917826      0.9474388345039401
     363               66632     64.3195052123354287      0.9476387478828999
     364               67003     64.3697134820913277      0.9477768431358039
     365               67364     64.4416185786039080      0.9479740353593556
     366               67737     64.4915268839493763      0.9481105548427141
     367               68100     64.5628481061143304      0.9483050793265270
     368               68475     64.6124597953505884      0.9484400492915145
