
****************************************************************

Beginning calculation

Speed       = 1
Timesteps   = 200
Iterations  = 1000000
Tolerance   = 1e-06
Convergence = 1e-06

Boundary polynomial (normalised): x^2 + y^2 - 9 = 0

Timestep     Number of nodes      Mean crossing time     Crossed probability    Internal probability       Total probability     Clock time per step      Elapsed clock time
      76                  13     10.1268237763526443      0.9999721891965891      0.0000278108034100      0.9999999999999991         00:00:00.000033         00:00:00.004675
      77                  12     10.1271281776498157      0.9999761621685050      0.0000238378314943      0.9999999999999993         00:00:00.000042         00:00:00.004735
      78                  13     10.1273600852661545      0.9999791418974415      0.0000208581025575      0.9999999999999990         00:00:00.000033         00:00:00.004783
      79                  12     10.1275943456968989      0.9999821216263780      0.0000178783736207      0.9999999999999987         00:00:00.000044         00:00:00.004844
      80                  13     10.1277727460025559      0.9999843564230804      0.0000156435769181      0.9999999999999984         00:00:00.000033         00:00:00.004892
      81                  12     10.1279529109190278      0.9999865912197832      0.0000134087802155      0.9999999999999987         00:00:00.000045         00:00:00.004950
      82                  13     10.1280900633433291      0.9999882673173097      0.0000117326826886      0.9999999999999983         00:00:00.000037         00:00:00.005004
      83                  12     10.1282285392257307      0.9999899434148367      0.0000100565851616      0.9999999999999983         00:00:00.000045         00:00:00.005064
      84                  13     10.1283339176902416      0.9999912004879818      0.0000087995120164      0.9999999999999982         00:00:00.000035         00:00:00.005113
      85                  12     10.1284402887483367      0.9999924575611274      0.0000075424388712      0.9999999999999987         00:00:00.000044         00:00:00.005174
      86                  13     10.1285212082064362      0.9999934003659865      0.0000065996340123      0.9999999999999988         00:00:00.000036         00:00:00.005224
      87                  12     10.1286028721097239      0.9999943431708451      0.0000056568291534      0.9999999999999986         00:00:00.000043         00:00:00.005285
      88                  13     10.1286649759105956      0.9999950502744892      0.0000049497255092      0.9999999999999984         00:00:00.000034         00:00:00.005334
      89                  12     10.1287276380453548      0.9999957573781337      0.0000042426218651      0.9999999999999988         00:00:00.000044         00:00:00.005393
      90                  13     10.1287752765514725      0.9999962877058666      0.0000037122941319      0.9999999999999986         00:00:00.000034         00:00:00.005444
      91                  12     10.1288233338080005      0.9999968180335999      0.0000031819663988      0.9999999999999987         00:00:00.000045         00:00:00.005505
      92                  13     10.1288598581791831      0.9999972157793997      0.0000027842205989      0.9999999999999987         00:00:00.000034         00:00:00.005559
      93                  12     10.1288966966131895      0.9999976135251991      0.0000023864747991      0.9999999999999982         00:00:00.000043         00:00:00.005619
      94                  13     10.1289246865102811      0.9999979118345488      0.0000020881654492      0.9999999999999980         00:00:00.000034         00:00:00.005669
      95                  12     10.1289529119544852      0.9999982101438989      0.0000017898560993      0.9999999999999982         00:00:00.000044         00:00:00.005729
      96                  13     10.1289743518413218      0.9999984338759114      0.0000015661240869      0.9999999999999982         00:00:00.000034         00:00:00.005779
      97                  12     10.1289959683884945      0.9999986576079238      0.0000013423920745      0.9999999999999983         00:00:00.000043         00:00:00.005838
      98                  13     10.1290123839016388      0.9999988254069332      0.0000011745930652      0.9999999999999983         00:00:00.000033         00:00:00.005885
      99                  12     10.1290289319100424      0.9999989932059421      0.0000010067940559      0.9999999999999980         00:00:00.000043         00:00:00.005943
     100                  13     10.1290414952434134      0.9999991190551993      0.0000008809447989      0.9999999999999982         00:00:00.000032         00:00:00.005990

Solution converged

****************************************************************

